"","question_number","comment","guidance","judgement","tone","active_listening","follow_up","natural","begin","finish","skipped","comment_1","grammaticality","grammaticality_confidence","relevance","relevance_confidence","specificity","specificity_confidence","clarity","clarity_confidence","empathy","empathy_confidence","response_complexity","response_complexity_confidence","engagement","engagement_confidence","tone_answers","tone_answers_confidence","interview_identifier","type","rater"
"302",1,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,1,5,5,5,1,5,1,5,1,5,3,5,"54d02dba-02c5-4c5f-8ac2-31ef476c293a","AI","rater2"
"303",2,"0",0,0,0,0,0,0,0,0,0,"0",5,4,5,5,5,4,5,5,5,4,2,3,4,4,4,4,"54d02dba-02c5-4c5f-8ac2-31ef476c293a","AI","rater2"
"304",3,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,4,4,5,5,5,5,2,4,5,5,4,5,"54d02dba-02c5-4c5f-8ac2-31ef476c293a","AI","rater2"
"305",4,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,1,5,5,5,1,5,1,5,1,5,3,4,"54d02dba-02c5-4c5f-8ac2-31ef476c293a","AI","rater2"
"306",5,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,3,4,5,5,3,4,3,4,5,5,5,5,"54d02dba-02c5-4c5f-8ac2-31ef476c293a","AI","rater2"
"307",6,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,4,5,5,5,3,4,4,4,4,4,4,5,"54d02dba-02c5-4c5f-8ac2-31ef476c293a","AI","rater2"
"308",7,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,2,5,5,5,1,5,1,5,2,5,3,4,"54d02dba-02c5-4c5f-8ac2-31ef476c293a","AI","rater2"
"309",8,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,4,5,5,5,3,3,2,5,3,5,4,4,"54d02dba-02c5-4c5f-8ac2-31ef476c293a","AI","rater2"
"310",9,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,5,5,5,5,4,4,4,5,4,4,4,4,"54d02dba-02c5-4c5f-8ac2-31ef476c293a","AI","rater2"
"311",10,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,2,4,5,5,4,4,3,3,5,5,5,5,"54d02dba-02c5-4c5f-8ac2-31ef476c293a","AI","rater2"
"312",11,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,1,5,5,5,2,4,1,5,1,5,3,5,"54d02dba-02c5-4c5f-8ac2-31ef476c293a","AI","rater2"
"313",12,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,1,5,3,5,2,4,1,5,1,5,3,5,"54d02dba-02c5-4c5f-8ac2-31ef476c293a","AI","rater2"
"314",13,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,1,5,4,5,2,4,1,5,1,5,3,5,"54d02dba-02c5-4c5f-8ac2-31ef476c293a","AI","rater2"
"315",14,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,3,5,5,5,3,4,3,5,3,5,3,5,"54d02dba-02c5-4c5f-8ac2-31ef476c293a","AI","rater2"
"316",0,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,3,4,5,5,3,4,3,4,3,4,4,4,"9a0d7860-9457-4981-96d4-2d9bd5873e5f","AI","rater2"
"317",1,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,1,5,5,5,3,5,1,5,1,5,3,4,"9a0d7860-9457-4981-96d4-2d9bd5873e5f","AI","rater2"
"318",2,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,3,4,5,5,2,4,1,5,2,4,3,5,"9a0d7860-9457-4981-96d4-2d9bd5873e5f","AI","rater2"
"319",3,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,4,4,5,5,3,4,3,4,3,4,3,4,"9a0d7860-9457-4981-96d4-2d9bd5873e5f","AI","rater2"
"320",4,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,1,5,5,5,1,5,1,5,1,5,3,4,"9a0d7860-9457-4981-96d4-2d9bd5873e5f","AI","rater2"
"321",5,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,5,5,5,5,3,5,4,5,3,4,4,5,"9a0d7860-9457-4981-96d4-2d9bd5873e5f","AI","rater2"
"322",6,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,3,4,5,5,2,5,2,5,3,4,3,4,"9a0d7860-9457-4981-96d4-2d9bd5873e5f","AI","rater2"
"323",7,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,4,4,5,5,3,5,2,5,3,5,3,5,"9a0d7860-9457-4981-96d4-2d9bd5873e5f","AI","rater2"
"324",8,"0",0,0,0,0,0,0,0,0,0,"0",5,5,4,4,3,4,5,5,2,5,3,4,2,4,3,5,"9a0d7860-9457-4981-96d4-2d9bd5873e5f","AI","rater2"
"325",9,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,5,5,5,5,4,5,3,4,5,5,4,5,"9a0d7860-9457-4981-96d4-2d9bd5873e5f","AI","rater2"
"326",10,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,1,5,5,5,2,4,2,5,1,5,3,5,"9a0d7860-9457-4981-96d4-2d9bd5873e5f","AI","rater2"
"327",11,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,4,4,5,5,5,5,2,4,4,5,4,5,"9a0d7860-9457-4981-96d4-2d9bd5873e5f","AI","rater2"
"328",12,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,4,5,5,5,3,5,1,5,3,4,3,5,"9a0d7860-9457-4981-96d4-2d9bd5873e5f","AI","rater2"
"329",13,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,4,5,5,5,2,5,1,5,4,4,4,5,"9a0d7860-9457-4981-96d4-2d9bd5873e5f","AI","rater2"
"330",14,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,4,5,5,5,4,4,3,4,4,4,4,4,"9a0d7860-9457-4981-96d4-2d9bd5873e5f","AI","rater2"
"331",0,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,3,4,5,5,3,3,2,4,2,4,4,4,"3bf2a62d-9fbe-485f-aee8-9f8f9a9af77b","AI","rater2"
"332",1,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,1,5,5,5,1,5,1,5,1,5,3,5,"3bf2a62d-9fbe-485f-aee8-9f8f9a9af77b","AI","rater2"
"333",2,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,3,5,5,5,3,5,3,4,3,5,3,5,"3bf2a62d-9fbe-485f-aee8-9f8f9a9af77b","AI","rater2"
"334",3,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,4,4,5,5,4,4,3,4,3,4,3,4,"3bf2a62d-9fbe-485f-aee8-9f8f9a9af77b","AI","rater2"
"335",4,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,1,5,5,5,1,5,1,5,1,5,3,5,"3bf2a62d-9fbe-485f-aee8-9f8f9a9af77b","AI","rater2"
"336",5,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,4,4,5,5,3,4,3,4,3,4,3,5,"3bf2a62d-9fbe-485f-aee8-9f8f9a9af77b","AI","rater2"
"337",6,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,3,4,5,5,3,4,2,4,3,4,3,5,"3bf2a62d-9fbe-485f-aee8-9f8f9a9af77b","AI","rater2"
"338",7,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,2,4,5,5,2,4,2,4,1,5,3,5,"3bf2a62d-9fbe-485f-aee8-9f8f9a9af77b","AI","rater2"
"339",8,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,4,4,5,5,3,4,3,4,3,4,4,4,"3bf2a62d-9fbe-485f-aee8-9f8f9a9af77b","AI","rater2"
"340",9,"0",0,0,0,0,0,0,0,0,0,"0",5,5,3,5,2,5,5,5,2,4,1,5,1,5,3,5,"3bf2a62d-9fbe-485f-aee8-9f8f9a9af77b","AI","rater2"
"341",10,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,2,4,5,5,2,3,1,5,2,4,3,5,"3bf2a62d-9fbe-485f-aee8-9f8f9a9af77b","AI","rater2"
"342",11,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,4,4,5,5,3,4,2,4,3,4,3,5,"3bf2a62d-9fbe-485f-aee8-9f8f9a9af77b","AI","rater2"
"343",12,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,3,5,5,5,4,5,2,4,5,5,4,5,"3bf2a62d-9fbe-485f-aee8-9f8f9a9af77b","AI","rater2"
"344",13,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,3,4,5,5,3,3,1,5,3,4,3,5,"3bf2a62d-9fbe-485f-aee8-9f8f9a9af77b","AI","rater2"
"345",14,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,2,4,5,5,2,3,1,5,1,5,3,5,"3bf2a62d-9fbe-485f-aee8-9f8f9a9af77b","AI","rater2"
"346",0,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,4,4,5,5,4,4,4,4,4,4,4,4,"7","Human","rater2"
"347",1,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,2,4,5,5,2,4,1,5,2,4,3,5,"7","Human","rater2"
"348",2,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,3,5,4,5,2,3,2,4,3,5,3,5,"7","Human","rater2"
"349",3,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,5,5,5,5,5,5,3,5,4,4,4,5,"7","Human","rater2"
"350",4,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,3,5,5,5,4,5,3,4,5,5,5,5,"7","Human","rater2"
"351",5,"0",0,0,0,0,0,0,0,0,1,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","Human","rater2"
"352",6,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,4,4,5,5,2,4,4,4,4,4,5,5,"7","Human","rater2"
"353",7,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,4,4,5,5,4,4,4,4,4,4,4,4,"7","Human","rater2"
"354",8,"0",0,1,0,0,0,0,0,0,0,"cut off",5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,"7","Human","rater2"
"355",9,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,"7","Human","rater2"
"356",10,"0",1,0,0,0,0,0,0,0,0,"0",5,5,5,5,2,4,5,5,3,5,3,5,3,4,4,4,"7","Human","rater2"
"357",11,"0",0,1,0,0,0,0,0,0,0,"0",5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,"7","Human","rater2"
"358",12,"0",0,0,0,0,0,0,0,0,1,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","Human","rater2"
"359",13,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,2,5,4,4,4,4,3,5,3,5,4,5,"7","Human","rater2"
"360",14,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,4,5,4,5,5,5,3,5,4,5,4,5,"7","Human","rater2"
"361",0,"0",0,0,0,1,0,0,0,0,0,"0",4,5,5,5,4,4,4,5,4,4,3,4,4,5,4,5,"4","Human","rater2"
"362",1,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,2,4,5,5,1,5,1,5,1,5,3,4,"4","Human","rater2"
"363",2,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,4,5,4,5,4,5,4,5,4,5,5,5,"4","Human","rater2"
"364",3,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,4,5,4,5,4,5,4,5,4,5,5,5,"4","Human","rater2"
"365",4,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,3,3,5,5,4,4,3,4,3,3,3,3,"4","Human","rater2"
"366",5,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,5,5,4,5,5,5,4,5,4,5,4,5,"4","Human","rater2"
"367",6,"0",0,0,0,0,0,0,0,0,0,"0",4,5,4,4,3,4,5,5,2,4,4,3,4,4,5,5,"4","Human","rater2"
"368",7,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,5,5,5,5,5,4,3,4,5,5,5,5,"4","Human","rater2"
"369",8,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,5,5,4,5,3,4,5,5,5,5,5,5,"4","Human","rater2"
"370",9,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,2,4,5,5,4,4,3,5,4,5,5,5,"4","Human","rater2"
"371",10,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,1,5,5,5,1,5,1,5,1,5,2,3,"4","Human","rater2"
"372",11,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,4,5,5,5,3,4,2,5,5,5,4,5,"4","Human","rater2"
"373",12,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,5,5,5,5,3,4,4,5,5,5,4,5,"4","Human","rater2"
"374",13,"0",0,1,0,0,0,0,0,0,0,"0",4,5,5,5,3,5,4,5,3,4,3,4,4,5,4,5,"4","Human","rater2"
"375",14,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,4,4,4,5,3,4,3,4,4,5,4,5,"4","Human","rater2"
"376",0,"0",0,0,0,0,0,0,0,0,0,"0",3,4,4,4,4,4,3,4,4,4,2,3,4,5,5,5,"2","Human","rater2"
"377",1,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,3,4,4,5,3,3,1,5,3,4,4,5,"2","Human","rater2"
"378",2,"0",0,0,0,0,0,0,0,0,0,"0",3,5,4,4,4,4,3,4,5,5,2,4,4,5,4,5,"2","Human","rater2"
"379",3,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,4,5,4,4,4,5,2,4,3,4,4,5,"2","Human","rater2"
"380",4,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,3,4,5,5,3,4,1,5,5,5,5,5,"2","Human","rater2"
"381",5,"0",0,0,0,0,0,0,0,0,0,"0",3,5,5,5,5,5,3,4,4,5,3,3,4,4,4,4,"2","Human","rater2"
"382",6,"0",0,0,0,0,0,0,0,0,0,"0",3,5,5,5,2,4,3,5,3,3,2,4,3,4,4,4,"2","Human","rater2"
"383",7,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,3,4,5,5,5,5,1,5,3,4,5,5,"2","Human","rater2"
"384",8,"0",0,0,0,0,0,0,0,0,0,"0",4,5,4,4,3,4,4,5,4,4,3,4,3,4,3,4,"2","Human","rater2"
"385",9,"0",0,0,0,0,0,0,0,0,0,"0",3,4,5,5,4,4,3,4,5,5,3,4,4,5,5,5,"2","Human","rater2"
"386",10,"0",0,0,0,0,0,0,0,0,0,"0",3,5,5,5,5,5,4,5,4,5,3,4,5,5,5,5,"2","Human","rater2"
"387",11,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,4,5,3,5,5,5,1,5,3,4,4,5,"2","Human","rater2"
"388",12,"0",0,0,0,0,0,0,0,0,0,"0",3,5,5,5,3,4,3,4,5,5,3,3,4,5,5,5,"2","Human","rater2"
"389",13,"0",0,0,0,0,0,0,0,0,0,"0",3,5,5,5,4,5,3,4,4,4,3,4,5,5,5,5,"2","Human","rater2"
"390",14,"0",0,0,0,0,0,0,0,0,0,"0",3,5,3,4,2,4,2,4,3,4,3,4,3,4,4,5,"2","Human","rater2"
"391",0,"0",0,0,0,0,0,0,0,0,0,"0",3,4,4,5,4,5,4,4,4,4,2,4,4,5,5,5,"5","Human","rater2"
"392",1,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,3,4,5,5,3,4,1,5,4,5,5,5,"5","Human","rater2"
"393",2,"0",0,0,0,0,0,0,0,0,0,"0",3,5,5,5,5,5,3,4,5,5,3,5,5,5,5,5,"5","Human","rater2"
"394",3,"0",0,0,0,0,0,0,0,0,0,"0",3,4,5,5,5,5,3,4,5,5,3,4,5,5,5,5,"5","Human","rater2"
"395",4,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,3,4,5,5,3,3,1,5,4,5,5,5,"5","Human","rater2"
"396",5,"0",0,0,0,0,0,0,0,0,0,"scaling from 7 to 1",4,5,5,5,5,5,4,5,5,4,3,4,5,5,5,5,"5","Human","rater2"
"397",6,"0",0,0,0,0,0,0,0,0,0,"0",3,4,4,4,3,4,3,4,3,3,3,4,4,5,5,5,"5","Human","rater2"
"398",7,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,2,4,5,5,3,3,1,5,3,4,5,5,"5","Human","rater2"
"399",8,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,5,5,4,5,5,5,3,4,5,5,5,5,"5","Human","rater2"
"400",9,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,5,5,4,5,5,5,3,3,5,5,5,5,"5","Human","rater2"
"401",10,"0",0,0,0,0,0,0,0,0,0,"0",3,4,4,5,4,5,3,4,4,4,3,3,5,5,5,5,"5","Human","rater2"
"402",11,"0",0,0,0,0,0,0,0,0,0,"0",3,4,5,5,5,5,3,4,4,4,3,4,5,5,5,5,"5","Human","rater2"
"403",12,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,5,5,4,5,5,5,3,4,5,5,5,5,"5","Human","rater2"
"404",13,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,"5","Human","rater2"
"405",14,"0",0,0,0,0,0,0,0,0,0,"0",4,5,4,5,5,5,4,5,5,5,3,4,5,5,5,5,"5","Human","rater2"
"406",0,"0",0,0,0,1,1,0,0,0,0,"0",4,5,5,5,3,4,4,4,3,4,3,4,3,4,3,4,"3","Human","rater2"
"407",1,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,1,5,5,5,1,5,1,5,1,5,3,5,"3","Human","rater2"
"408",2,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,2,5,5,5,1,3,1,5,2,4,3,5,"3","Human","rater2"
"409",3,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,3,4,5,5,3,4,2,4,3,4,3,5,"3","Human","rater2"
"410",4,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,3,4,5,5,1,5,1,5,1,5,3,4,"3","Human","rater2"
"411",5,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,3,5,4,5,4,4,2,5,3,4,4,5,"3","Human","rater2"
"412",6,"0",0,0,0,0,0,0,0,0,0,"0",3,4,5,5,3,5,3,4,3,4,3,4,3,4,3,4,"3","Human","rater2"
"413",7,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,3,5,5,4,3,5,3,5,2,4,4,4,"3","Human","rater2"
"414",8,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,3,5,3,4,3,4,1,5,3,4,3,4,"3","Human","rater2"
"415",9,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,1,4,3,4,5,4,2,5,2,4,3,5,"3","Human","rater2"
"416",10,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,3,5,4,5,2,4,1,5,1,5,2,4,"3","Human","rater2"
"417",11,"0",0,0,0,0,0,0,0,0,0,"0",3,5,5,5,2,4,3,4,4,4,2,4,3,4,3,5,"3","Human","rater2"
"418",12,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,1,5,5,5,1,5,1,5,1,5,2,3,"3","Human","rater2"
"419",13,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,4,4,5,5,3,4,4,5,4,5,4,5,"3","Human","rater2"
"420",14,"0",0,0,0,0,0,0,0,0,0,"0",3,4,5,5,2,4,2,5,5,5,1,4,4,5,3,5,"3","Human","rater2"
"421",0,"0",0,0,0,1,0,0,0,0,0,"0",4,5,4,5,4,5,5,5,3,3,3,4,4,4,5,5,"1","Human","rater2"
"422",1,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,5,5,5,5,3,4,1,5,5,5,5,5,"1","Human","rater2"
"423",2,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,"1","Human","rater2"
"424",3,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,4,4,5,5,4,3,1,5,4,5,5,5,"1","Human","rater2"
"425",4,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,2,3,5,5,3,3,4,4,3,4,4,5,"1","Human","rater2"
"426",5,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,"1","Human","rater2"
"427",6,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,3,4,4,5,4,5,3,4,5,5,5,5,"1","Human","rater2"
"428",7,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,"1","Human","rater2"
"429",8,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,1,5,5,5,2,4,1,5,2,4,4,5,"1","Human","rater2"
"430",9,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,"1","Human","rater2"
"431",10,"0",0,0,0,0,0,0,0,0,0,"0",5,5,4,5,3,4,3,4,5,5,3,4,3,4,4,5,"1","Human","rater2"
"432",11,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,2,5,3,5,4,5,4,5,5,5,5,5,"1","Human","rater2"
"433",12,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"1","Human","rater2"
"434",13,"0",0,0,0,0,0,0,0,0,0,"0",4,5,4,5,4,5,5,5,4,5,3,4,5,5,5,5,"1","Human","rater2"
"435",14,"0",0,0,0,0,0,0,0,0,0,"0",4,5,4,5,5,5,4,5,5,5,3,4,4,5,4,5,"1","Human","rater2"
"436",0,"0",0,0,0,1,0,0,0,0,0,"0",3,4,4,5,3,4,3,4,3,4,2,4,4,4,3,4,"9","Human","rater2"
"437",1,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,4,4,5,5,3,4,1,5,5,5,5,5,"9","Human","rater2"
"438",2,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,2,4,5,5,2,4,1,5,2,4,3,4,"9","Human","rater2"
"439",3,"0",0,0,0,0,0,0,0,0,0,"0",4,5,1,3,3,4,4,4,3,3,2,4,3,4,3,4,"9","Human","rater2"
"440",4,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,1,4,5,5,1,5,1,5,1,5,3,4,"9","Human","rater2"
"441",5,"0",0,0,0,0,0,0,0,0,0,"0",3,4,4,5,3,4,4,5,4,5,3,3,3,4,3,4,"9","Human","rater2"
"442",6,"0",0,0,0,0,0,0,0,0,0,"0",4,5,4,3,1,5,4,5,3,4,1,5,1,5,3,4,"9","Human","rater2"
"443",7,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,2,4,5,5,3,4,2,4,2,4,3,4,"9","Human","rater2"
"444",8,"0",0,0,0,0,0,0,0,0,0,"0",3,5,5,5,2,3,2,4,5,5,2,4,4,5,4,5,"9","Human","rater2"
"445",9,"0",0,0,0,0,0,0,0,0,0,"0",3,5,5,5,4,5,3,4,5,5,3,4,5,5,4,4,"9","Human","rater2"
"446",10,"0",0,0,0,0,0,0,0,0,0,"0",3,4,5,5,5,5,3,4,5,5,3,4,5,5,5,5,"9","Human","rater2"
"447",11,"0",0,0,0,0,0,0,0,0,0,"0",2,5,4,5,5,5,2,4,3,3,3,3,5,5,4,5,"9","Human","rater2"
"448",12,"0",0,0,0,0,0,0,0,0,0,"0",2,5,3,4,2,4,2,4,3,3,2,4,4,5,4,5,"9","Human","rater2"
"449",13,"0",0,0,0,0,0,0,0,0,0,"0",4,5,5,5,5,5,4,4,5,3,3,4,5,5,5,5,"9","Human","rater2"
"450",14,"0",0,0,0,0,0,0,0,0,0,"0",3,4,4,5,2,4,3,4,3,3,2,4,3,4,4,5,"9","Human","rater2"
